id,ancestor_list,origin_time,destruction_time,num_orgs,tot_orgs,num_offspring,total_offspring,depth,taxinfo,taxinfo,taxinfo,taxinfo,taxinfo,taxinfo,taxinfo,taxinfo,taxinfo,taxinfo,taxinfo,taxinfo
736,[676],1710,inf,1,6,1,4,13,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962,0.03160061685274962
847,[746],1950,inf,3,3,0,0,14,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775,0.2542626812785775
746,[606],1726,inf,6,20,8,15,13,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896,0.29132847727191896
841,[831],1939,inf,3,4,1,1,16,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356,0.30830657335236356
862,[830],1984,inf,2,2,1,1,18,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656,0.275769612120656
775,[771],1776,inf,2,13,1,4,33,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683,0.28508414112065683
789,[741],1805,inf,1,8,1,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,[770],1813,inf,1,5,1,1,15,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526,0.31048633406735526
817,[746],1883,inf,2,8,2,4,14,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331,0.3182504919626331
793,[754],1814,inf,1,2,0,0,16,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321,0.2971869398462321
838,[810],1930,inf,1,1,0,0,35,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284,0.3929009885166284
861,[746],1983,inf,1,1,0,0,14,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787,0.22953915591663787
805,[754],1862,inf,1,1,1,1,16,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121,0.2018345392157121
810,[775],1871,inf,3,15,3,3,34,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482,0.3579467913501482
813,[789],1876,inf,2,4,1,2,16,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002,0.01654553813763002
830,[821],1912,inf,3,5,1,2,17,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233,0.35996653040012233
831,[817],1914,inf,1,1,1,2,15,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093,0.3473452193386093
857,[813],1973,inf,1,2,1,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,[810],1927,inf,1,1,0,0,35,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903,0.3840434864125903
843,[837],1941,inf,1,1,0,0,18,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968,0.3082824878970968
845,[650],1948,inf,1,2,1,2,12,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919,0.2669736304804919
846,[810],1949,inf,1,1,0,0,35,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348,0.347764112950348
853,[746],1964,inf,1,2,0,0,14,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493,0.27790913760907493
855,[817],1968,inf,1,1,0,0,15,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904,0.25523607035051904
859,[805],1979,inf,1,1,0,0,17,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757,0.19195739051653757
860,[746],1982,inf,1,1,0,0,14,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306,0.23141532985383306
863,[792],1985,inf,1,1,0,0,16,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869,0.315540568516869
864,[845],1989,inf,1,1,1,1,13,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949,0.2758727838549949
865,[862],1991,inf,1,1,0,0,19,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016,0.23569913913114016
866,[864],1993,inf,1,1,0,0,14,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832,0.22710774903372832
867,[857],1996,inf,1,1,0,0,18,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956,0.058875453122004956
868,[841],1997,inf,1,1,0,0,17,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872,0.325343039819872
869,[746],1999,inf,1,1,0,0,14,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011,0.3401730057359011
306,[277],783,1046,0,4,2,28,7,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136,0.05528242099603136
47,[34],144,195,0,2,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,[1],127,284,0,2,1,28,1,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021,0.01909218678439021
272,[253],676,908,0,4,1,5,12,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997,0.1592794912958997
54,[43],163,230,0,1,1,28,2,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713,0.04954392472183713
49,[47],153,234,0,2,1,5,3,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869,0.0002539942450310869
368,[306],943,1197,0,6,2,19,8,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373,0.1306882993840373
34,[1],106,253,0,3,1,5,1,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223,0.027072295881587223
55,[49],164,300,0,8,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,[492],1375,1490,0,3,1,16,11,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198,0.18429556152685198
100,[55],260,357,0,1,1,5,5,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802,0.07284803634930802
246,[238],604,751,0,4,1,5,10,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383,0.13029502307505383
727,[683],1694,1897,0,3,1,5,28,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251,0.3654916094498251
238,[155],592,604,0,1,1,5,9,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148,0.13467846855310148
77,[54],213,507,0,8,1,28,3,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329,0.05308889385914329
465,[439],1162,1806,0,51,1,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,[632],1569,1711,0,7,1,5,26,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552,0.3558662489315552
492,[455],1215,1521,0,6,1,16,10,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073,0.13830916672824073
113,[100],282,488,0,7,1,5,6,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149,0.08264337130649149
277,[225],687,811,0,9,1,28,6,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156,0.042100328307848156
154,[113],379,511,0,2,1,5,7,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686,0.1672220109437686
747,[734],1730,1824,0,4,1,5,30,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327,0.36118762840850327
1,[NONE],0,890,0,243,2,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,[77],435,676,0,5,1,28,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,[760],1771,1851,0,1,1,5,32,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416,0.3508068537947416
155,[154],391,786,0,13,1,5,8,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549,0.1878587488435549
253,[246],626,799,0,11,1,5,11,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408,0.11902670345402408
225,[174],557,916,0,3,1,28,5,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205,0.03498749574164205
321,[292],816,1032,0,11,1,5,14,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997,0.14488142866014997
818,[814],1884,1899,0,1,1,3,15,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054,0.32687418204566054
354,[321],894,1064,0,6,1,5,15,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269,0.21630730268488269
292,[272],747,1146,0,8,1,5,13,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262,0.18897936143831262
357,[306],909,1194,0,12,1,9,8,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456,0.043546963360293456
439,[357],1104,1240,0,3,1,9,9,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035,0.005932656204346035
383,[354],977,1269,0,11,1,5,16,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178,0.2290938097731178
455,[368],1141,1277,0,2,1,16,9,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368,0.1155988015758368
463,[368],1160,1337,0,6,1,3,9,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095,0.11738223732062095
544,[486],1320,1368,0,1,1,5,18,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479,0.2004098854496479
549,[544],1330,1432,0,1,1,5,19,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543,0.3338493449969543
486,[383],1202,1455,0,4,1,5,17,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958,0.24010171924049958
683,[663],1610,1753,0,8,1,5,27,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871,0.3683093218442871
560,[549],1347,1492,0,10,1,5,20,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572,0.2980589261885572
603,[587],1443,1508,0,1,1,5,22,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695,0.31849825519765695
504,[463],1240,1602,0,15,1,3,10,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925,0.14771419153146925
668,[465],1576,1693,0,1,1,9,11,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035,0.08166435193018035
587,[560],1411,1701,0,1,1,5,21,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234,0.3369464430229234
608,[603],1455,1713,0,5,1,5,23,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123,0.3148407174999123
676,[668],1593,1751,0,3,2,9,12,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592,0.10610595760597592
632,[621],1508,1737,0,7,1,5,25,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438,0.3544612420915438
621,[608],1483,1769,0,3,1,5,24,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554,0.33455445833609554
606,[574],1449,1793,0,11,1,16,12,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594,0.24857597975678594
760,[747],1755,1814,0,2,1,5,31,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295,0.44115896695493295
734,[727],1708,1822,0,3,1,5,29,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627,0.3787141137089627
716,[676],1674,1873,0,8,1,4,13,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393,0.15475637860560393
814,[746],1877,1884,0,1,1,3,14,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573,0.3294898123756573
745,[716],1724,1903,0,1,1,4,14,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473,0.18432760202587473
770,[746],1770,1920,0,4,1,2,14,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684,0.31224504300568684
833,[754],1918,1929,0,1,1,1,16,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365,0.17522337750752365
821,[818],1895,1934,0,2,1,3,16,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023,0.34527979246230023
741,[736],1718,1942,0,12,1,4,14,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513,0.0019511454970245513
837,[833],1928,1952,0,1,1,1,17,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053,0.17344035074083053
650,[504],1538,1960,0,9,1,3,11,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493,0.20949020988467493
754,[745],1741,1993,0,9,3,4,15,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615,0.21098410755133615
